bill_id,chamber,vote_id,OKL000171,OKL000267,OKL000180,OKL000254,OKL000172,OKL000193,OKL000197,OKL000186,OKL000167,OKL000200,OKL000257,OKL000183,OKL000065,OKL000201,OKL000185,OKL000190,OKL000261,OKL000187,OKL000256,OKL000203,OKL000178,OKL000198,OKL000165,OKL000184,OKL000191,OKL000264,OKL000194,OKL000259,OKL000195,OKL000202,OKL000265,OKL000188,OKL000253,OKL000266,OKL000189,OKL000260,OKL000169,OKL000096,OKL000166,OKL000058,OKL000116,OKL000066,OKL000093,OKL000051,OKL000064,OKL000103,OKL000086,OKL000074,OKL000092,OKL000115,OKL000056,OKL000123,OKL000090,OKL000109,OKL000146,OKL000108,OKL000132,OKL000143,OKL000125,OKL000118,OKL000111,OKL000121,OKL000098,OKL000060,OKL000104,OKL000105,OKL000087,OKL000113,OKL000054,OKL000124,OKL000126,OKL000057,OKL000100,OKL000106,OKL000133,OKL000077,OKL000134,OKL000149,OKL000082,OKL000174,OKL000130,OKL000061,OKL000084,OKL000097,OKL000110,OKL000127,OKL000147,OKL000055,OKL000062,OKL000129,OKL000140,OKL000075,OKL000063,OKL000072,OKL000089,OKL000107,OKL000069,OKL000059,OKL000144,OKL000081
OKB00011820,lower,OKV00012891,,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,,2,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,2,2,2,1,1,1,1,1,,2,2,1,1,1,1,2,1,,1,1,1,2,1,2,1,,1,2,1,1,1,2,1,2,1,2
OKB00009910,lower,OKV00011810,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,,1
OKB00009910,upper,OKV00012841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011018,upper,OKV00012268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011018,lower,OKV00012953,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,
OKB00009942,lower,OKV00011832,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,,1,1,,1,2,1,1,,1
OKB00009942,upper,OKV00012895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010640,upper,OKV00012475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010640,upper,OKV00012476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010640,lower,OKV00013038,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,,1,1,1
OKB00010138,upper,OKV00012180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010506,upper,OKV00012339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010506,lower,OKV00013030,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,,1,1,1
OKB00011356,lower,OKV00011698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1
OKB00011356,upper,OKV00012998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010354,lower,OKV00011752,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,1,,,1
OKB00010354,upper,OKV00012942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011407,upper,OKV00012056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011407,lower,OKV00013012,,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,2,2,1,1,1,1,1,,2,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,,1,1,1
OKB00010732,lower,OKV00012511,,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,,1,1,1,1,1,1,,1,1,1,,,2,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,,2,1,2,1,1,1,1,,2,2,1,1,1,1,2,,1,1,1,1,2,1,1
OKB00010732,upper,OKV00012608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009769,lower,OKV00011717,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,1,1,,1,2,1,1,,1
OKB00009769,upper,OKV00012625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010245,lower,OKV00011710,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,1
OKB00010961,lower,OKV00011763,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1
OKB00010961,upper,OKV00012948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009984,upper,OKV00012172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009984,lower,OKV00012666,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OKB00009989,upper,OKV00012220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009989,lower,OKV00012690,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,,,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,,1,2,2,2,,,2,2,,,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,,2,,2,2,2,2,2,1,1,2,,2,2,2,1,,2,2,2,1,1,1,2,,,,2,2,2,,1
OKB00009989,lower,OKV00013017,,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,,1,1,1,2,1,1,2,1,1,1,,1,1,2,1,1,1,1,,1,1,,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,,1,1,1,1,1
OKB00010956,lower,OKV00012687,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,2,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
OKB00010956,upper,OKV00012218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010381,upper,OKV00012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010381,lower,OKV00012698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1
OKB00010979,lower,OKV00011980,,1,,,1,1,1,2,2,2,2,1,1,1,1,1,,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,,1,1,1,,2,1,1,2,2,2,1,1,2,2,2,,1,1,1,1,,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2
OKB00010979,upper,OKV00012706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010992,upper,OKV00012246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010992,lower,OKV00012707,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,,,1,,1,1,1,1,1,,,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1
OKB00010995,upper,OKV00012248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010995,lower,OKV00012710,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1
OKB00009827,upper,OKV00012250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009827,lower,OKV00012580,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1
OKB00011000,upper,OKV00012251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011000,lower,OKV00012713,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1
OKB00011029,upper,OKV00012278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011029,lower,OKV00013027,,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,,1,2,2,1,1,1,2,1,2,1,,2,2,1,1,1,1,1,,1,1,1,1,2,1,1,1,,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,,1,1,1,2,2
OKB00011029,lower,OKV00013025,,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,,1,2,2,1,1,1,2,1,2,1,,2,2,1,1,1,1,1,,1,1,1,1,2,1,1,1,,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,,1,1,1,2,2
OKB00011029,lower,OKV00013023,,1,2,1,1,1,2,1,2,2,1,2,1,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,1,,2,1,1,,2,1,1,2,,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2
OKB00009840,lower,OKV00011517,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,,1,1,1,1,2,1
OKB00009840,upper,OKV00012956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009850,upper,OKV00012292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009850,lower,OKV00012741,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,,1,2,1,2,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,2,2,,1,,2,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1
OKB00011657,upper,OKV00012301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011657,lower,OKV00012961,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1
OKB00010472,upper,OKV00012310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010472,lower,OKV00012759,1,1,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,2,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,1,1,1,1,1,1,,1,,1,,1,,1,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
OKB00009872,lower,OKV00011787,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,2,1,1,,2,1,1,1,2,1,1,,1
OKB00009872,upper,OKV00012760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011143,lower,OKV00011600,,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,,2,1,1,,1,2,1,,1,1,2,2,1,1,1,2,,2,1,,2,1,1,2,1,,1,1,2,1,1,1,2,2,1,1,1,1,1,1,,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,,2,1,1,1,,1,1,1,1,1,1,,1,1,1
OKB00011143,upper,OKV00012968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009998,lower,OKV00011685,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1
OKB00009998,upper,OKV00012585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011154,upper,OKV00012335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009897,upper,OKV00012381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009897,lower,OKV00012814,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1
OKB00009948,upper,OKV00012482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009948,lower,OKV00013000,,2,,1,,2,2,1,2,1,2,1,1,,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,,1,2,1,2,1,2,1,2,,1,,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,,1,1,2,2,1,1,2,2,2,,2,,1,,1,1,1,1,,2,1,1,1,2,2,1,1,1,1,,1,,2,2,2,1,
OKB00009923,lower,OKV00011694,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,,1,1,1,1,1,2,1,1,,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,,1
OKB00009923,upper,OKV00013059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009929,upper,OKV00012439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009929,lower,OKV00012876,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OKB00011792,upper,OKV00012448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011792,lower,OKV00012878,,1,1,1,1,1,2,2,,,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,,1,2,1,2,2,1,2,1,,1,1,1,1,1,2,1,2,,2,1,1,1,1,1,,2,1,1,1,,2,1,,1,2,2,1,1,2,2,1,,2,2,,,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,,1,,,2,2,2,1,2
OKB00010476,lower,OKV00011785,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,2,1,2,1,1,1,,1
OKB00010476,upper,OKV00012964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00010476,upper,OKV00012962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009902,lower,OKV00011520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1
OKB00009902,upper,OKV00012984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00009902,upper,OKV00012982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011767,upper,OKV00012424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKB00011767,lower,OKV00012991,,1,2,1,,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,,2,1,1,1,1,2,1,1,1,,1,,1,2,1,2,1,1,,1,2,1,1,1,1,1,2,1,1,,2,2,1,1,1,2,
